"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Promoter","2017-01-12","1297812","10","10","52126,001,866"
"Promoter","2017-04-13","2215372","10","","52128,L6Q,000"
"Detractor","2017-10-02","4436876","6","6","522140"
"Passive","2017-10-05","4631693","8","8","524392"
"Promoter","2016-11-28","1005401","10","10","52458,999,858"
"Passive","2017-04-19","2216635","8","10","52585,L6Q,000"
"Passive","2017-12-07","5666296","8","7","539732"
"Passive","2017-01-17","1317540","7","7","54036,841,758"
"Detractor","2017-05-12","2438601","6","","57202,004,000"
"Passive","2018-05-02","7701608","8","9","57250,999,744"
"Promoter","2016-12-16","1142917","10","10","57809,070,724"
"Promoter","2017-04-21","2291179","10","10","58369,000,749"
"Promoter","2016-11-11","879626","10","9","59676,021,724"
"Promoter","2017-08-24","3992464","9","9","61256,420,631"
"Detractor","2017-04-24","2326711","5","8","62052,674,760"
"Passive","2017-05-03","2393038","8","9","62134,674,760"
"Promoter","2017-04-24","2325819","10","10","62608,227,000"
"Passive","2017-07-24","3564453","7","8","63493,632,760"
"Promoter","2017-04-19","2239654","10","10","63518,227,000"
"Passive","2016-11-08","843122","8","10","64907,999,760"
"Passive","2018-01-08","5845568","7","6","65230,077,649"
"Promoter","2017-01-31","1431266","10","10","65519,082,000"
"Passive","2016-10-11","624194","8","8","65994,227,000"
"Passive","2017-02-07","1472192","8","9","67840,122,000"
"Passive","2016-12-13","1130623","8","10","67841,999,760"
"Promoter","2018-03-15","6795665","9","9","68599,227,000"
"Passive","2017-07-04","3407714","8","9","69038,689,864"
"Promoter","2018-01-12","5970425","10","10","69475,660,706"
"Promoter","2017-11-23","5453286","9","10","70201,830,758"
"Passive","2017-10-31","4957157","8","8","45538,000,661"
"Promoter","2017-04-14","2215587","10","10","47259,057,649"
"Promoter","2016-11-11","887604","10","10","47595,228,631"
"Promoter","2017-07-07","3447045","10","0","47960,090,754"
"Promoter","2017-04-10","2052997","10","","48792,L6Q,000"
"Passive","2017-01-03","1189114","8","8","49476,100,838"
"Promoter","2017-03-28","1918132","10","10","49838,633,760"
"Promoter","2017-12-12","5718900","10","10","50867,999,760"
"Promoter","2017-05-22","2729366","10","10","51060,616,760"
"Promoter","2017-10-08","4664328","9","9","51323,999,832"
"Passive","2017-01-16","1288881","8","8","51534,122,000"
"Passive","2017-11-14","5255826","8","8","51625,082,000"
"Passive","2017-12-10","5695775","7","10","52443,999,760"
"Passive","2017-04-18","2254948","8","2","52810,082,000"
"Promoter","2017-04-23","2259190","10","10","53026,999,858"
"Detractor","2016-11-07","853575","5","5","53304,082,000"
"Promoter","2018-02-06","6241576","10","10","553402"
"Passive","2018-02-06","6241738","7","7","555419"
"Detractor","2016-10-04","624092","4","0","56135,999,760"
"Promoter","2017-08-25","3920717","10","10","56653,227,000"
"Detractor","2016-12-26","1207776","6","7","59406,999,760"
"Promoter","2018-04-30","7312618","10","10","60193,124,848"
"Promoter","2016-10-14","688239","10","10","60410,035,724"
"Detractor","2017-01-09","1262632","1","1","60667,999,760"
"Promoter","2017-11-13","5177893","9","9","60842,040,678"
"Detractor","2017-09-13","4257996","6","6","61614,999,778"
"Detractor","2017-04-18","2254118","5","9","62386,632,760"
"Promoter","2017-03-02","1638400","9","9","62572,001,822"
"Passive","2017-04-18","2211702","7","10","62762,035,724"
"Passive","2017-09-07","4177934","8","9","63270,442,000"
"Promoter","2017-05-03","2390896","10","10","71035,704,704"
"Promoter","2017-11-16","5294421","10","10","71099,L6Q,000"
"Detractor","2017-11-20","5352706","5","5","71126,999,766"
"Promoter","2017-01-16","1318249","9","9","71667,650,758"
"Promoter","2016-11-03","834971","10","10","77106,004,000"
"Promoter","2016-11-17","929317","10","10","77507,004,000"
"Detractor","2017-03-20","1840218","1","1","77945,082,000"
"Passive","2017-02-28","1617265","8","9","78125,122,000"
"Promoter","2017-06-15","3110503","9","10","78660,L6Q,000"
"Promoter","2016-10-25","753047","10","10","78757,842,758"
"Promoter","2017-11-21","5309689","10","10","79861,442,000"
"Promoter","2017-09-06","4149473","10","10","81428,841,758"
"Passive","2017-02-13","1522944","8","8","82026,220,796"
"Promoter","2018-01-08","5931335","10","10","82050,082,000"
"Promoter","2018-04-16","7313410","10","10","82339,227,000"
"Promoter","2017-01-17","1323226","10","9","83273,033,724"
"Promoter","2017-08-21","3920268","10","10","83874,012,649"
"Passive","2017-02-20","1579282","8","8","86747,124,672"
"Passive","2017-01-03","1174577","7","8","87653,077,724"
"Promoter","2017-06-05","2992283","10","10","89358,082,000"
"Promoter","2017-05-30","2846846","10","10","89415,082,000"
"Promoter","2017-06-27","3337534","10","10","91564,442,000"
"Promoter","2016-12-15","1146741","10","10","94028,227,000"
"Promoter","2017-07-22","3555303","10","10","94892,842,758"
"Passive","2018-04-03","7029629","8","8","CS0024514"
"Passive","2017-10-09","4649791","8","10","TS000008122"
"Promoter","2018-01-15","6005946","10","10","TS000073440"
"Promoter","2018-02-07","6244935","10","10","TS000097015"
"Passive","2018-03-19","6853093","8","8","TS000098242"
"Promoter","2018-04-12","7233810","9","9","TS000168164"
"Passive","2018-04-30","7519055","7","9","TS000210795"
"Promoter","2018-04-25","7520349","10","10","TS000815061"
"Promoter","2018-05-09","7920168","10","10","TS000845345"
"Detractor","2018-05-01","7676125","6","6","TS000849563"
"Passive","2018-05-16","7979539","8","5","TS000888416"
"Promoter","2018-05-16","8090410","9","9","TS000919552"
"Promoter","2017-07-03","3406480","10","10","64102,122,000"
"Passive","2017-10-10","4707702","8","8","64515,632,760"
"Promoter","2017-08-11","3771185","10","10","64892,082,000"
"Promoter","2017-09-24","4366444","10","10","65501,227,000"
"Promoter","2017-04-17","2255833","9","9","65721,180,846"
"Promoter","2016-12-23","1197118","10","10","65879,082,000"
"Passive","2017-12-26","5817493","8","7","66833,082,000"
"Passive","2016-11-28","947700","8","8","67333,664,706"
"Promoter","2017-01-24","1386421","10","8","68140,999,760"
"Passive","2017-07-11","3461932","7","6","68214,999,781"
"Promoter","2016-12-28","1196722","9","9","68645,821,821"
"Promoter","2017-10-05","4633047","10","10","69183,660,706"
"Passive","2016-12-27","1213305","8","6","70861,180,846"
"Promoter","2017-02-17","1527697","10","10","75355,122,000"
"Promoter","2017-02-24","1576304","10","10","76864,122,000"
"Promoter","2017-05-08","2445714","10","9","77065,082,000"
"Promoter","2017-04-24","2321043","10","9","77407,442,000"
"Promoter","2017-02-21","1582742","9","9","77778,071,724"
"Passive","2018-02-12","6298822","7","10","78302,122,000"
"Passive","2017-04-15","2215707","8","8","78318,024,677"
"Promoter","2017-01-09","1238404","10","10","78679,004,000"
"Promoter","2017-04-05","2015266","10","10","79900,842,758"
"Passive","2017-09-18","4239460","8","8","80376,122,000"
"Promoter","2017-05-13","2442466","9","10","80481,841,758"
"Promoter","2017-09-25","4436949","9","10","80654,122,000"
"Promoter","2016-11-18","886869","10","10","82573,033,724"
"Promoter","2018-03-20","6875722","10","10","82803,057,649"
"Promoter","2017-02-14","1528163","10","10","83518,033,724"
"Promoter","2017-03-25","1888736","10","10","84672,000,744"
"Promoter","2016-10-21","734995","10","10","85267,100,838"
"Detractor","2016-10-14","665849","1","1","85457,122,000"
"Passive","2017-06-20","3257717","8","8","85653,660,706"
"Promoter","2017-10-17","4794113","10","10","88304,227,000"
"Detractor","2017-09-25","4410971","5","10","88841,077,724"
"Passive","2017-06-12","3072857","8","8","88883,100,838"
"Detractor","2017-04-06","2032456","4","5","90439,215,616"
"Promoter","2018-04-12","7198092","9","10","90740,821,821"
"Promoter","2017-08-14","3789016","10","10","91911,122,000"
"Promoter","2018-02-01","6119561","10","10","93250,442,000"
"Promoter","2017-03-31","1911234","10","10","93526,300,624"
"Promoter","2016-11-03","816473","10","10","93534,999,706"
"Promoter","2018-02-20","6270200","10","10","93876,442,000"
"Promoter","2017-12-26","5827367","9","9","94493,250,631"
"Passive","2018-03-30","7029604","7","5","CS0011230"
"Detractor","2017-11-08","5147653","2","3","TS000031845"
"Passive","2017-12-21","5807759","7","7","TS000047810"
"Promoter","2018-01-22","6036630","10","10","TS000080569"
"Detractor","2018-03-07","6671023","5","5","TS000095874"
"Detractor","2018-03-25","6896910","5","0","TS000097706"
"Promoter","2018-04-16","7248231","9","9","TS000137491"
"Passive","2018-03-20","6879348","8","8","TS000143555"
"Promoter","2018-04-13","7267842","10","10","TS000151745"
"Passive","2018-04-17","7352545","8","9","TS000181824"
"Passive","2018-04-29","7519387","7","7","TS000792962"
"Detractor","2017-07-24","3562702","5","4","00500,001,866"
"Passive","2018-01-29","6139891","8","9","01024,677,677"
"Promoter","2016-10-17","697098","9","10","02244,122,000"
"Passive","2017-07-21","3556364","7","7","02776,999,724"
"Promoter","2017-03-03","1631825","9","8","03997,082,000"
"Promoter","2017-12-28","5860721","10","9","04556,999,663"
"Promoter","2017-04-17","2014687","10","9","05656,442,000"
"Promoter","2017-03-20","1798336","9","10","06235,999,852"
"Promoter","2018-03-26","6914431","10","10","06269,122,000"
"Promoter","2016-10-31","811521","9","10","07769,999,616"
"Detractor","2016-10-27","794979","5","5","07886,227,000"
"Detractor","2018-04-08","7120235","5","9","09241,122,000"
"Detractor","2016-10-06","643556","2","5","10029,999,649"
"Passive","2016-12-19","1119795","8","7","10140,055,866"
"Passive","2017-02-10","1502366","8","8","10416,019,866"
"Passive","2016-12-27","1218095","8","8","11193,999,760"
"Promoter","2017-01-11","1288218","10","10","11355,227,000"
"Promoter","2016-11-24","967996","10","10","11903,124,672"
"Promoter","2017-09-28","4499340","10","10","12940,082,000"
"Promoter","2018-03-12","6669262","9","9","12967,019,866"
"Promoter","2017-06-02","2844304","10","10","13197,000,781"
"Promoter","2018-05-14","7914872","9","9","14624,019,866"
"Promoter","2017-04-24","2301077","9","9","15167,999,706"
"Promoter","2017-12-07","5680280","10","10","15427,227,000"
"Promoter","2017-05-23","2529681","9","7","15567,999,706"
"Promoter","2016-11-21","946511","9","9","16401,000,858"
"Passive","2018-04-30","7568923","8","9","16597,082,000"
"Detractor","2018-03-12","6739726","1","1","16653,082,000"
"Promoter","2018-04-12","7246166","10","10","16696,122,000"
"Promoter","2017-10-31","4919063","10","10","17985,122,000"
"Passive","2017-03-13","1768647","8","9","18754,999,760"
"Promoter","2018-03-20","6872387","9","10","00162,999,735"
"Promoter","2017-05-09","2439271","9","10","00208,999,823"
"Passive","2016-12-19","1142478","7","2","01142,124,848"
"Promoter","2017-05-22","2720950","9","9","01528,227,000"
"Passive","2018-03-06","6513806","7","8","01906421"
"Promoter","2017-05-17","2533802","10","10","02155,999,724"
"Passive","2017-05-30","2843244","8","8","02395,999,724"
"Passive","2017-08-07","3686327","8","8","03914,004,000"
"Promoter","2017-07-11","3478898","9","9","04721,69G,760"
"Promoter","2017-04-28","2322787","9","9","06140,122,000"
"Detractor","2017-01-17","1306036","0","0","06191,L6Q,000"
"Promoter","2017-03-07","1701990","10","10","06266,442,000"
"Passive","2016-10-04","629007","8","7","08512,442,000"
"Promoter","2017-03-04","1578330","9","9","11464,999,744"
"Promoter","2018-02-08","6140218","9","10","11570,842,758"
"Promoter","2018-04-05","7139668","10","10","12196,442,000"
"Promoter","2018-04-12","7231575","10","10","19514,841,758"
"Passive","2016-12-19","1142213","8","8","20082,049,649"
"Promoter","2017-04-19","2257525","10","10","20527,999,744"
"Promoter","2017-03-21","1855126","10","10","22084,999,760"
"Passive","2018-02-12","6230270","8","8","22118,999,706"
"Promoter","2017-08-21","3815867","10","10","25011,000,834"
"Promoter","2017-08-29","4038105","10","10","25650,007,808"
"Detractor","2017-07-10","3467806","2","1","26472,999,838"
"Detractor","2016-10-31","755304","5","5","26801,082,649"
"Promoter","2017-11-06","4912217","10","9","26899,999,724"
"Promoter","2016-11-14","900984","9","8","27112,999,672"
"Promoter","2017-04-04","2013697","10","10","27626,442,000"
"Passive","2017-06-27","3332906","8","9","27849,999,724"
"Passive","2016-10-05","628922","7","7","27893,820,820"
"Passive","2017-08-28","4019985","8","9","28094,211,788"
"Promoter","2016-12-12","1114456","9","9","12362,227,000"
"Detractor","2017-01-11","1290146","6","7","12657,999,760"
"Promoter","2017-05-02","2390180","10","10","13862,999,649"
"Promoter","2017-09-29","4499297","9","9","14038,999,848"
"Promoter","2018-01-19","6046631","10","10","14217,047,649"
"Passive","2017-03-04","1678436","7","8","15195,000,744"
"Promoter","2018-01-10","5928925","10","10","16048,442,000"
"Promoter","2017-04-09","2015332","10","10","17638,000,858"
"Promoter","2017-06-13","3106666","10","10","18195,033,866"
"Promoter","2017-12-29","5784125","10","10","18490,999,706"
"Detractor","2017-02-18","1488484","6","6","18776,L6Q,000"
"Promoter","2017-08-09","3744746","10","10","18951,000,858"
"Detractor","2017-03-20","1838431","5","8","19437,999,760"
"Passive","2017-06-24","3254335","8","9","20807,021,724"
"Promoter","2017-09-05","4146629","10","10","22366,004,000"
"Promoter","2017-08-14","3745116","9","10","22573,003,756"
"Promoter","2017-10-18","4750982","10","9","28310,010,618"
"Detractor","2016-10-10","652066","6","8","28528,040,678"
"Passive","2017-06-14","3074510","7","7","28688,999,724"
"Promoter","2016-10-11","661644","10","9","29678,077,724"
"Passive","2017-04-14","2211376","8","8","30459,300,624"
"Promoter","2017-07-12","3478909","10","10","32576,999,760"
"Promoter","2017-01-02","1197073","9","10","33540,756,000"
"Promoter","2017-01-31","1431101","10","10","34475,227,000"
"Passive","2017-07-07","3336895","8","10","38325,999,672"
"Promoter","2017-01-23","1377125","10","10","39707,230,631"
"Promoter","2018-01-01","5880870","10","10","40011,756,000"
"Passive","2016-11-15","915624","8","6","40904,67C,760"
"Promoter","2017-09-06","4101918","10","10","42003,999,760"
"Promoter","2017-01-31","1429523","9","10","42325,000,613"
"Passive","2016-10-11","664447","8","10","43937,L6Q,000"
"Passive","2017-07-31","3645970","8","3","24621,000,661"
"Passive","2017-09-25","4366100","7","10","25019,999,724"
"Detractor","2017-08-29","4055100","2","1","25590,999,760"
"Passive","2016-12-20","1154211","8","8","26383,082,000"
"Promoter","2018-03-12","6740040","10","10","26488,228,631"
"Passive","2018-03-21","6895384","7","8","26712,228,631"
"Promoter","2016-10-27","794374","10","10","26855,442,000"
"Promoter","2018-05-07","7864668","10","10","28135,442,000"
"Promoter","2017-07-14","3508171","9","9","29718,L6Q,000"
"Detractor","2017-11-24","5177285","6","5","29776,211,788"
"Promoter","2017-06-27","3337586","10","10","31072,L6Q,000"
"Promoter","2018-03-15","6795060","10","10","31593,999,866"
"Promoter","2018-02-27","6513325","10","10","31664,077,724"
"Promoter","2017-01-31","1428116","9","9","34168,227,000"
"Promoter","2018-01-22","6064892","10","10","35735,227,000"
"Promoter","2017-09-12","4240318","10","10","35822,220,616"
"Passive","2017-08-25","4020286","8","8","37795,756,000"
"Promoter","2017-08-17","3770925","10","10","37949,756,000"
"Promoter","2017-08-08","3695801","9","9","38133,756,000"
"Promoter","2018-03-20","6874289","9","9","39255,227,000"
"Promoter","2017-07-14","3465254","10","10","40344,227,000"
"Passive","2017-09-28","4410773","7","6","40782,300,624"
"Promoter","2017-08-28","4040079","10","10","41022,999,760"
"Promoter","2018-01-02","5880898","9","9","41158,130,702"
"Promoter","2016-12-16","1156274","10","10","41566,122,000"
"Passive","2016-10-17","696969","8","8","41634,025,724"
"Promoter","2016-10-14","697736","10","10","41780,122,000"
"Promoter","2017-02-27","1576613","9","10","41817,227,000"
"Promoter","2017-11-01","5012473","10","9","41851,082,000"
"Promoter","2016-12-08","1073831","10","10","41928,057,649"
"Detractor","2016-12-16","1153751","5","5","43178,082,000"
